Country Name,"Country Code","Series Name","Series Code","Time","Time Code","Value"
Algeria,"DZA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","2007","YR2007","98.7701416015625"
Algeria,"DZA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","2008","YR2008","99.3"
Algeria,"DZA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","2009","YR2009","98.8276748657227"
Algeria,"DZA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","2010","YR2010","98.8849716186523"
Algeria,"DZA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","2011","YR2011","98.9572982788086"
Algeria,"DZA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","2012","YR2012","98.7646604654583"
Algeria,"DZA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","2013","YR2013","99.1349868774414"
Algeria,"DZA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","2014","YR2014","99.2343444824219"
Algeria,"DZA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","2015","YR2015","99.3367080688477"
Algeria,"DZA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","2016","YR2016","99.439567565918"
Algeria,"DZA","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","2007","YR2007","9.687"
Algeria,"DZA","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","2008","YR2008","10.0608"
Algeria,"DZA","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","2009","YR2009","10.4346"
Algeria,"DZA","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","2010","YR2010","10.8084"
Algeria,"DZA","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","2011","YR2011","11.1822"
Algeria,"DZA","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","2012","YR2012","11.556"
Algeria,"DZA","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","2013","YR2013","11.2724"
Algeria,"DZA","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","2014","YR2014","10.9888"
Algeria,"DZA","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","2015","YR2015","10.7052"
Algeria,"DZA","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","2016","YR2016","10.4216"
Algeria,"DZA","Age dependency ratio (% of working-age population)","SP.POP.DPND","2007","YR2007","49.3551811175758"
Algeria,"DZA","Age dependency ratio (% of working-age population)","SP.POP.DPND","2008","YR2008","48.7623512145625"
Algeria,"DZA","Age dependency ratio (% of working-age population)","SP.POP.DPND","2009","YR2009","48.4922321783413"
Algeria,"DZA","Age dependency ratio (% of working-age population)","SP.POP.DPND","2010","YR2010","48.5390809600003"
Algeria,"DZA","Age dependency ratio (% of working-age population)","SP.POP.DPND","2011","YR2011","49.1179538794745"
Algeria,"DZA","Age dependency ratio (% of working-age population)","SP.POP.DPND","2012","YR2012","49.7831413096816"
Algeria,"DZA","Age dependency ratio (% of working-age population)","SP.POP.DPND","2013","YR2013","50.6006358539198"
Algeria,"DZA","Age dependency ratio (% of working-age population)","SP.POP.DPND","2014","YR2014","51.596999773147"
Algeria,"DZA","Age dependency ratio (% of working-age population)","SP.POP.DPND","2015","YR2015","52.7249187566745"
Algeria,"DZA","Age dependency ratio (% of working-age population)","SP.POP.DPND","2016","YR2016","53.9078874261101"
Algeria,"DZA","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","2007","YR2007","7.57063112169223"
Algeria,"DZA","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","2008","YR2008","6.58667750445662"
Algeria,"DZA","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","2009","YR2009","9.34336655134035"
Algeria,"DZA","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","2010","YR2010","8.46644185558123"
Algeria,"DZA","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","2011","YR2011","8.11034735557068"
Algeria,"DZA","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","2012","YR2012","8.77068803927155"
Algeria,"DZA","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","2013","YR2013","9.85111793371892"
Algeria,"DZA","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","2014","YR2014","10.2863995118628"
Algeria,"DZA","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","2015","YR2015","11.5860331634814"
Algeria,"DZA","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","2016","YR2016","12.295779686707"
Algeria,"DZA","Agriculture, value added (annual % growth)","NV.AGR.TOTL.KD.ZG","2007","YR2007","2.50188071610431"
Algeria,"DZA","Agriculture, value added (annual % growth)","NV.AGR.TOTL.KD.ZG","2008","YR2008","-3.80090486423072"
Algeria,"DZA","Agriculture, value added (annual % growth)","NV.AGR.TOTL.KD.ZG","2009","YR2009","21.1094643194473"
Algeria,"DZA","Agriculture, value added (annual % growth)","NV.AGR.TOTL.KD.ZG","2010","YR2010","4.90000000357603"
Algeria,"DZA","Agriculture, value added (annual % growth)","NV.AGR.TOTL.KD.ZG","2011","YR2011","11.599999998318"
Algeria,"DZA","Agriculture, value added (annual % growth)","NV.AGR.TOTL.KD.ZG","2012","YR2012","7.2000000117341"
Algeria,"DZA","Agriculture, value added (annual % growth)","NV.AGR.TOTL.KD.ZG","2013","YR2013","8.199999993096"
Algeria,"DZA","Agriculture, value added (annual % growth)","NV.AGR.TOTL.KD.ZG","2014","YR2014","2.50000000058006"
Algeria,"DZA","Agriculture, value added (annual % growth)","NV.AGR.TOTL.KD.ZG","2015","YR2015","6.39999999692138"
Algeria,"DZA","Agriculture, value added (annual % growth)","NV.AGR.TOTL.KD.ZG","2016","YR2016","1.80000000238283"
Algeria,"DZA","Agriculture, value added (constant 2005 US$)","NV.AGR.TOTL.KD","2007","YR2007","11167629351.5895"
Algeria,"DZA","Agriculture, value added (constant 2005 US$)","NV.AGR.TOTL.KD","2008","YR2008","10743158384.3457"
Algeria,"DZA","Agriculture, value added (constant 2005 US$)","NV.AGR.TOTL.KD","2009","YR2009","13010981570.2709"
Algeria,"DZA","Agriculture, value added (constant 2005 US$)","NV.AGR.TOTL.KD","2010","YR2010","13648519667.6794"
Algeria,"DZA","Agriculture, value added (constant 2005 US$)","NV.AGR.TOTL.KD","2011","YR2011","15231747948.9007"
Algeria,"DZA","Agriculture, value added (constant 2005 US$)","NV.AGR.TOTL.KD","2012","YR2012","16328433803.0088"
Algeria,"DZA","Agriculture, value added (constant 2005 US$)","NV.AGR.TOTL.KD","2013","YR2013","17667365373.7282"
Algeria,"DZA","Agriculture, value added (constant 2005 US$)","NV.AGR.TOTL.KD","2014","YR2014","18109049508.1739"
Algeria,"DZA","Agriculture, value added (constant 2005 US$)","NV.AGR.TOTL.KD","2015","YR2015","19268028676.1395"
Algeria,"DZA","Agriculture, value added (constant 2005 US$)","NV.AGR.TOTL.KD","2016","YR2016","19614853192.7692"
Algeria,"DZA","Air transport, registered carrier departures worldwide","IS.AIR.DPRT","2007","YR2007","44136"
Algeria,"DZA","Air transport, registered carrier departures worldwide","IS.AIR.DPRT","2008","YR2008","31026"
Algeria,"DZA","Air transport, registered carrier departures worldwide","IS.AIR.DPRT","2009","YR2009","52731"
Algeria,"DZA","Air transport, registered carrier departures worldwide","IS.AIR.DPRT","2010","YR2010","53088"
Algeria,"DZA","Air transport, registered carrier departures worldwide","IS.AIR.DPRT","2011","YR2011","53286"
Algeria,"DZA","Air transport, registered carrier departures worldwide","IS.AIR.DPRT","2012","YR2012","54292"
Algeria,"DZA","Air transport, registered carrier departures worldwide","IS.AIR.DPRT","2013","YR2013","55516"
Algeria,"DZA","Air transport, registered carrier departures worldwide","IS.AIR.DPRT","2014","YR2014","60066"
Algeria,"DZA","Air transport, registered carrier departures worldwide","IS.AIR.DPRT","2015","YR2015","65940"
Algeria,"DZA","Air transport, registered carrier departures worldwide","IS.AIR.DPRT","2016","YR2016","73465"
Algeria,"DZA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","2007","YR2007","3.69927281190944"
Algeria,"DZA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","2008","YR2008","4.1792788741371"
Algeria,"DZA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","2009","YR2009","5.30142519140297"
Algeria,"DZA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","2010","YR2010","5.89580791320884"
Algeria,"DZA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","2011","YR2011","6.06969529493461"
Algeria,"DZA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","2012","YR2012","6.17904790477097"
Algeria,"DZA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","2013","YR2013","6.48133171886619"
Algeria,"DZA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","2014","YR2014","7.46715228593816"
Algeria,"DZA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","2015","YR2015","8.23633088086592"
Algeria,"DZA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","2016","YR2016","8.66860435469889"
Algeria,"DZA","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","2007","YR2007","27.4648163780028"
Algeria,"DZA","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","2008","YR2008","28.6161477599877"
Algeria,"DZA","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","2009","YR2009","34.5745222347473"
Algeria,"DZA","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","2010","YR2010","34.4314801756692"
Algeria,"DZA","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","2011","YR2011","38.8797662591027"
Algeria,"DZA","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","2012","YR2012","42.3697204424287"
Algeria,"DZA","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","2013","YR2013","44.8206899750563"
Algeria,"DZA","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","2014","YR2014","42.3577957693911"
Algeria,"DZA","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","2015","YR2015","44.0490435363029"
Algeria,"DZA","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","2016","YR2016","39.065192136719"
Algeria,"DZA","Consumer price index (2010 = 100)","FP.CPI.TOTL","2007","YR2007","86.7943918373339"
Algeria,"DZA","Consumer price index (2010 = 100)","FP.CPI.TOTL","2008","YR2008","91.0151948909932"
Algeria,"DZA","Consumer price index (2010 = 100)","FP.CPI.TOTL","2009","YR2009","96.234309623431"
Algeria,"DZA","Consumer price index (2010 = 100)","FP.CPI.TOTL","2010","YR2010","100"
Algeria,"DZA","Consumer price index (2010 = 100)","FP.CPI.TOTL","2011","YR2011","104.524211505053"
Algeria,"DZA","Consumer price index (2010 = 100)","FP.CPI.TOTL","2012","YR2012","113.81793046074"
Algeria,"DZA","Consumer price index (2010 = 100)","FP.CPI.TOTL","2013","YR2013","117.521838067973"
Algeria,"DZA","Consumer price index (2010 = 100)","FP.CPI.TOTL","2014","YR2014","120.94986420025"
Algeria,"DZA","Consumer price index (2010 = 100)","FP.CPI.TOTL","2015","YR2015","126.736646357875"
Algeria,"DZA","Consumer price index (2010 = 100)","FP.CPI.TOTL","2016","YR2016","134.844870195013"
Algeria,"DZA","Contributing family workers, female (% of female employment) (modeled ILO estimate)","SL.FAM.WORK.FE.ZS","2007","YR2007","3.21199989318848"
Algeria,"DZA","Contributing family workers, female (% of female employment) (modeled ILO estimate)","SL.FAM.WORK.FE.ZS","2008","YR2008","3.48000001907349"
Algeria,"DZA","Contributing family workers, female (% of female employment) (modeled ILO estimate)","SL.FAM.WORK.FE.ZS","2009","YR2009","2.0090000629425"
Algeria,"DZA","Contributing family workers, female (% of female employment) (modeled ILO estimate)","SL.FAM.WORK.FE.ZS","2010","YR2010","2.25300002098084"
Algeria,"DZA","Contributing family workers, female (% of female employment) (modeled ILO estimate)","SL.FAM.WORK.FE.ZS","2011","YR2011","2.18700003623962"
Algeria,"DZA","Contributing family workers, female (% of female employment) (modeled ILO estimate)","SL.FAM.WORK.FE.ZS","2012","YR2012","3.6159999370575"
Algeria,"DZA","Contributing family workers, female (% of female employment) (modeled ILO estimate)","SL.FAM.WORK.FE.ZS","2013","YR2013","2.95000004768372"
